# SOURMASH-MANIFEST-VERSION: 1.0
internal_location,md5,md5short,ksize,moltype,num,scaled,n_hashes,with_abundance,name,filename
signatures/38b52f44f7c19ddf34391f33b440c395.sig.gz,38b52f44f7c19ddf34391f33b440c395,38b52f44,21,DNA,0,1000,54080,True,"GCA_016864795.1 Phytophthora cactorum strain=62471, ASM1686479v1",/dev/fd/63
signatures/dc67452bb977fda1815fab58a472a2af.sig.gz,dc67452bb977fda1815fab58a472a2af,dc67452b,21,DNA,0,1000,64584,True,"GCA_019693575.1 Thalassiosira oceanica strain=NMCA1005, ASM1969357v1",/dev/fd/63
signatures/c7f7dc428337d402abb47b15332c7737.sig.gz,c7f7dc428337d402abb47b15332c7737,c7f7dc42,21,DNA,0,1000,19343,True,"GCA_900617135.1 Plasmodium falciparum, PfCD01-2",/dev/fd/63
signatures/14a5fef3100417bb978c0ec4b9d34a81.sig.gz,14a5fef3100417bb978c0ec4b9d34a81,14a5fef3,21,DNA,0,1000,25926,True,"GCA_000725905.1 Plasmodium coatneyi strain=Hackeri, ASM72590v1",/dev/fd/63
signatures/e48d9cfb4cf19f7fe439073b6ffb302e.sig.gz,e48d9cfb4cf19f7fe439073b6ffb302e,e48d9cfb,21,DNA,0,1000,42746,True,"GCA_000765095.1 Mastigamoeba balamuthi ATTC 30984 strain=ATCC 30984, BN839",/dev/fd/63
signatures/702cd14a05f58537cd6567a5a8201ef6.sig.gz,702cd14a05f58537cd6567a5a8201ef6,702cd14a,21,DNA,0,1000,32892,True,"GCA_900497135.1 Trypanosoma brucei brucei, HGAP3_Tb427v9",/dev/fd/63
signatures/3d6b423419a81be1d3f6aa616d35797b.sig.gz,3d6b423419a81be1d3f6aa616d35797b,3d6b4234,21,DNA,0,1000,29995,True,"GCA_000002725.2 Leishmania major strain Friedlin strain=Friedlin, ASM272v2",/dev/fd/63
signatures/4dbdd4c469eb82cc84cdd29fbbc7a80a.sig.gz,4dbdd4c469eb82cc84cdd29fbbc7a80a,4dbdd4c4,21,DNA,0,1000,56593,True,"GCA_012656105.1 Phytophthora syringae strain=BL57G, USDA_Psyr_BL57G_1.0",/dev/fd/63
signatures/6622be9723d12b9c11a68ac081b60064.sig.gz,6622be9723d12b9c11a68ac081b60064,6622be97,21,DNA,0,1000,78463,True,"GCA_021441625.1 Diophrys sp. 3 WChen-2021, ASM2144162v1",/dev/fd/63
signatures/40d51df6b7b5470b73b220dee4b1d5e8.sig.gz,40d51df6b7b5470b73b220dee4b1d5e8,40d51df6,21,DNA,0,1000,36744,True,"GCA_021927905.1 Chaetoceros tenuissimus strain=NIES-3715, Cten210_1.0",/dev/fd/63
signatures/b25c256e294e89630fc9f239dce47dcb.sig.gz,b25c256e294e89630fc9f239dce47dcb,b25c256e,21,DNA,0,1000,11978,True,"GCA_002897235.1 Babesia ovata strain=Miyake, Bovata_7.1",/dev/fd/63
signatures/d7e8d3f96691878a6ca800e7d8221b63.sig.gz,d7e8d3f96691878a6ca800e7d8221b63,d7e8d3f9,21,DNA,0,1000,13598,True,"GCA_000521155.1 Plasmodium falciparum FCH/4 strain=FCH/4, Plas_falc_FCH_4_V2",/dev/fd/63
signatures/379c9755bec2d7459df3fd9c760b0987.sig.gz,379c9755bec2d7459df3fd9c760b0987,379c9755,21,DNA,0,1000,58386,True,"GCA_003666305.1 Aphanomyces astaci strain=KB13, astaci_KB13",/dev/fd/63
signatures/f00390ace3f24eec0921bc51e7b05a2f.sig.gz,f00390ace3f24eec0921bc51e7b05a2f,f00390ac,21,DNA,0,1000,51383,True,"GCA_001314505.1 Phytophthora cinnamomi, NZFS3750v2",/dev/fd/63
signatures/68d7940fe296638cae4d0399c144830b.sig.gz,68d7940fe296638cae4d0399c144830b,68d7940f,21,DNA,0,1000,8656,True,"GCA_019968955.1 Porospora cf. gigantea A, MNHN_PgigA_v1",/dev/fd/63
signatures/20d28ddce93e7e91d04bcc715d2b37a7.sig.gz,20d28ddce93e7e91d04bcc715d2b37a7,20d28ddc,21,DNA,0,1000,13180,True,"GCA_000492115.1 Trypanosoma rangeli SC58 strain=SC58, T_rangeli_SC58v1",/dev/fd/63
signatures/17fe23e48a746a93c039a5d0939765b8.sig.gz,17fe23e48a746a93c039a5d0939765b8,17fe23e4,21,DNA,0,1000,19220,True,"GCA_900632005.1 Plasmodium falciparum, PfGA01-3",/dev/fd/63
signatures/ecb5ab5980e987b5f29a21f808bb434f.sig.gz,ecb5ab5980e987b5f29a21f808bb434f,ecb5ab59,21,DNA,0,1000,29818,True,"GCA_000340495.1 Leishmania panamensis MHOM/COL/81/L13 strain=MHOM/COL/81/L13, Leishmania_panamensis_L13-1.3.1",/dev/fd/63
signatures/2e99787eeafb84770f5c9a3d54033dc1.sig.gz,2e99787eeafb84770f5c9a3d54033dc1,2e99787e,21,DNA,0,1000,9135,True,"GCA_000006515.1 Cryptosporidium muris RN66 strain=RN66, JCVI-cmg-v1.0",/dev/fd/63
signatures/0c725c6fe32b5d449b6ea235eecceac3.sig.gz,0c725c6fe32b5d449b6ea235eecceac3,0c725c6f,21,DNA,0,1000,133448,True,"GCA_017506865.1 Tribonema minus, ASM1750686v1",/dev/fd/63
signatures/4ea705a6cda4aaf6774eeb256e453c8b.sig.gz,4ea705a6cda4aaf6774eeb256e453c8b,4ea705a6,21,DNA,0,1000,13,True,"GCA_902369305.1 Leishmania adleri, Lad",/dev/fd/63
signatures/4529dd59e5c02f588dc11675d3c8dcbd.sig.gz,4529dd59e5c02f588dc11675d3c8dcbd,4529dd59,21,DNA,0,1000,53331,True,"GCA_016865075.1 Phytophthora cactorum strain=11-40, ASM1686507v1",/dev/fd/63
signatures/55c5d6644d00bf55ccb4c4c325f314ce.sig.gz,55c5d6644d00bf55ccb4c4c325f314ce,55c5d664,21,DNA,0,1000,19149,True,"GCA_900617855.1 Plasmodium yoelii strain=1AR, Pyy1AR-2",/dev/fd/63
signatures/3c36bca2d83acec4fed5e87eae0c575c.sig.gz,3c36bca2d83acec4fed5e87eae0c575c,3c36bca2,21,DNA,0,1000,24996,True,"GCA_010157825.1 Herpetomonas muscarum ingenoplastis, ASM1015782v1",/dev/fd/63
signatures/6311e8d2a918f0fab724c04de5202436.sig.gz,6311e8d2a918f0fab724c04de5202436,6311e8d2,21,DNA,0,1000,20191,True,"GCA_019702425.1 Pelagococcus subviridis strain=NMCA1429, ASM1970242v1",/dev/fd/63
signatures/876fe52f3c1914a7bcf71d2be8907f06.sig.gz,876fe52f3c1914a7bcf71d2be8907f06,876fe52f,21,DNA,0,1000,86172,True,"GCA_000231825.2 Tetrahymena elliotti 4EA strain=4EA, Tetra_elliot_V2",/dev/fd/63
signatures/203126b4972387cb319e4423a0877683.sig.gz,203126b4972387cb319e4423a0877683,203126b4,21,DNA,0,1000,29841,True,"GCA_000441995.1 Leishmania turanica strain=LEM423, Leishmania_turanica_LEM423-1.0.2",/dev/fd/63
signatures/944e4d75b6885b419e02fc3062ab0755.sig.gz,944e4d75b6885b419e02fc3062ab0755,944e4d75,21,DNA,0,1000,64843,True,"GCA_021439955.1 Certesia quadrinucleata, ASM2143995v1",/dev/fd/63
signatures/cb7721e9fc9fcbab617c95761a57d498.sig.gz,cb7721e9fc9fcbab617c95761a57d498,cb7721e9,21,DNA,0,1000,37472,True,"GCA_002897355.1 Hondaea fermentalgiana, Aurantiochytrium_FCC1311_v1",/dev/fd/63
signatures/a8acd1c9b9b54ccb5d7e1076fc7844b7.sig.gz,a8acd1c9b9b54ccb5d7e1076fc7844b7,a8acd1c9,21,DNA,0,1000,28484,True,"GCA_001403675.1 Leishmania peruviana, Leishmania peruviana PAB-4377_V1",/dev/fd/63
signatures/041617d4f511a46329a25c6b077c1d43.sig.gz,041617d4f511a46329a25c6b077c1d43,041617d4,21,DNA,0,1000,38078,True,"GCA_002081555.1 Protostelium mycophagum strain=ATCC PRA-154, ASM208155v1",/dev/fd/63
signatures/c70e7d5347d80b2d3778617f89d76554.sig.gz,c70e7d5347d80b2d3778617f89d76554,c70e7d53,21,DNA,0,1000,27277,True,"GCA_004519485.1 Nannochloropsis oceanica strain=LAMB2011, ASM451948v1",/dev/fd/63
signatures/5f4605f2cba117905814c18b0d8f84b4.sig.gz,5f4605f2cba117905814c18b0d8f84b4,5f4605f2,21,DNA,0,1000,46172,True,"GCA_003057635.1 Cyclospora cayetanensis strain=CDC:HCTX205:15, ASM305763v1",/dev/fd/63
signatures/4e785aaf43a1d134756b187374cdcf23.sig.gz,4e785aaf43a1d134756b187374cdcf23,4e785aaf,21,DNA,0,1000,17706,True,"GCA_000521035.1 Plasmodium falciparum MaliPS096_E11 strain=MaliPS096_E11, Plas_falc_MaliPS096_E11_V1",/dev/fd/63
signatures/5b86cd54ca79922a28d79a9f365443ab.sig.gz,5b86cd54ca79922a28d79a9f365443ab,5b86cd54,21,DNA,0,1000,25399,True,"GCA_001614215.1 Nannochloropsis gaditana strain=CCMP527, ASM161421v1",/dev/fd/63
signatures/2f2cb68282680e2243cad9f68f8cf26b.sig.gz,2f2cb68282680e2243cad9f68f8cf26b,2f2cb682,21,DNA,0,1000,63490,True,"GCA_016643115.1 Trypanosomatidae sp. JR-2017b strain=LTCP393, ASM1664311v1",/dev/fd/63
signatures/7e7a5ff04e39d044cf8a66b2b1728d45.sig.gz,7e7a5ff04e39d044cf8a66b2b1728d45,7e7a5ff0,21,DNA,0,1000,928861,True,"GCA_905237085.1 Polarella glacialis, Pgla_CCMP1383",/dev/fd/63
signatures/2f13a0968237c52ac9b976897e3f40a1.sig.gz,2f13a0968237c52ac9b976897e3f40a1,2f13a096,21,DNA,0,1000,8763,True,"GCA_019968985.1 Porospora cf. gigantea B, MNHN_PgigB_v1",/dev/fd/63
signatures/b1083aa328081ef8bb5138bb0ee749c0.sig.gz,b1083aa328081ef8bb5138bb0ee749c0,b1083aa3,21,DNA,0,1000,64937,True,"GCA_000733375.1 Paramecium sexaurelia strain=CA1, ASM73337v1",/dev/fd/63
signatures/8bc038a6a8fff18baa704e2f2a7ad604.sig.gz,8bc038a6a8fff18baa704e2f2a7ad604,8bc038a6,21,DNA,0,1000,615481,True,"GCA_001939145.1 Symbiodinium microadriaticum strain=CCMP2467, ASM193914v1",/dev/fd/63
signatures/aed1ba3e4355ddbd5fbb1cc80a58c6df.sig.gz,aed1ba3e4355ddbd5fbb1cc80a58c6df,aed1ba3e,21,DNA,0,1000,15227,True,"GCA_000208925.2 Entamoeba histolytica HM-1:IMSS strain=HM-1:IMSS, JCVI-ESG2-1.0",/dev/fd/63
signatures/b592ad91e858f58c9f8c29ec18ce4371.sig.gz,b592ad91e858f58c9f8c29ec18ce4371,b592ad91,21,DNA,0,1000,36034,True,"GCA_000313135.1 Acanthamoeba castellanii str. Neff strain=Neff, Acastellanii.strNEFF v1",/dev/fd/63
signatures/c0567a4b479789bac0003488cce5d2e3.sig.gz,c0567a4b479789bac0003488cce5d2e3,c0567a4b,21,DNA,0,1000,23561,True,"GCA_000277485.1 Dictyostelium firmibasis strain=TNS-C-0014, ASM27748v1",/dev/fd/63
signatures/4dceba33c4badd72cb29fbc9a852552a.sig.gz,4dceba33c4badd72cb29fbc9a852552a,4dceba33,21,DNA,0,1000,22479,True,"GCA_009726345.1 Plasmodiophora brassicae strain=P.b-36, ASM972634v1",/dev/fd/63
signatures/86904dd6245e4f84c00bcd578c5298c0.sig.gz,86904dd6245e4f84c00bcd578c5298c0,86904dd6,21,DNA,0,1000,30709,True,"GCA_918797485.1 Pelagomonas calceolata, CNM_v1",/dev/fd/63
signatures/8460ea6dba957d3fa40b8d10ff50dafd.sig.gz,8460ea6dba957d3fa40b8d10ff50dafd,8460ea6d,21,DNA,0,1000,63264,True,"GCA_009733105.1 Phytophthora fragariae strain=A4, ASM973310v1",/dev/fd/63
signatures/d3aef8f1685b8de0609abb73da801215.sig.gz,d3aef8f1685b8de0609abb73da801215,d3aef8f1,21,DNA,0,1000,715722,True,"GCA_905221625.1 Symbiodinium sp. KB8, Smic_CassKB8",/dev/fd/63
signatures/33fdc661136adb8c43e177d595495939.sig.gz,33fdc661136adb8c43e177d595495939,33fdc661,21,DNA,0,1000,50009,True,"GCA_004138045.1 Phytophthora capsici, CPV_219",/dev/fd/63
signatures/1e35af3bc0b39ca41e35b6eb38da884c.sig.gz,1e35af3bc0b39ca41e35b6eb38da884c,1e35af3b,21,DNA,0,1000,17269,True,"GCA_001601855.1 Plasmodium reichenowi strain=SY57, ASM160185v1",/dev/fd/63
signatures/d92beb1db55577cf7cb4ec5adb702f38.sig.gz,d92beb1db55577cf7cb4ec5adb702f38,d92beb1d,21,DNA,0,1000,22548,True,"GCA_009726745.1 Plasmodiophora brassicae strain=P.b-17, ASM972674v1",/dev/fd/63
signatures/7ee719f7514322f6228d0156afab144b.sig.gz,7ee719f7514322f6228d0156afab144b,7ee719f7,21,DNA,0,1000,35586,True,"GCA_000785725.3 Phytophthora kernoviae strain=NZFS 3630, NZFS3630v3",/dev/fd/63
signatures/27635a89876849add171cfca1c9bb162.sig.gz,27635a89876849add171cfca1c9bb162,27635a89,21,DNA,0,1000,23164,True,"GCA_020048575.1 Bacillariophyta sp., ASM2004857v1",/dev/fd/63
signatures/a2a63e60e05483bf8bc6bfba2751bc2a.sig.gz,a2a63e60e05483bf8bc6bfba2751bc2a,a2a63e60,21,DNA,0,1000,29584,True,"GCA_003067545.1 Leishmania tropica, MHOM_LB _2017_IK",/dev/fd/63
signatures/3e9f5273bf0dd4a2264ddd5cd0cca6b6.sig.gz,3e9f5273bf0dd4a2264ddd5cd0cca6b6,3e9f5273,21,DNA,0,1000,26694,True,"GCA_902703645.1 Naegleria fowleri, NF",/dev/fd/63
signatures/fb6ee18e72e6a97e208bfded2c184035.sig.gz,fb6ee18e72e6a97e208bfded2c184035,fb6ee18e,21,DNA,0,1000,9066,True,"GCA_004337805.1 Cryptosporidium ubiquitum, ABER_UKUB1_1.0",/dev/fd/63
signatures/f503c4177b8110e954b65c2632f00db7.sig.gz,f503c4177b8110e954b65c2632f00db7,f503c417,21,DNA,0,1000,56151,True,"GCA_015657535.1 Nephromyces sp. MM_2019, ASM1565753v1",/dev/fd/63
signatures/a1d9840cdb36908725b9d200afc11f48.sig.gz,a1d9840cdb36908725b9d200afc11f48,a1d9840c,21,DNA,0,1000,34404,True,"GCA_900088565.1 Plasmodium ovale curtisi, Poc2",/dev/fd/63
signatures/9bf5c284b5d580881f7897f22851278a.sig.gz,9bf5c284b5d580881f7897f22851278a,9bf5c284,21,DNA,0,1000,17127,True,"GCA_019693415.1 Diacronema lutheri strain=NMCA1325, ASM1969341v1",/dev/fd/63
signatures/7ecb07cb164eb45f82f892f094ded8e5.sig.gz,7ecb07cb164eb45f82f892f094ded8e5,7ecb07cb,21,DNA,0,1000,19115,True,"GCA_900631985.1 Plasmodium falciparum, PfHB3-3",/dev/fd/63
signatures/b9d73394de66b44c64c5c0d2f7911f89.sig.gz,b9d73394de66b44c64c5c0d2f7911f89,b9d73394,21,DNA,0,1000,21300,True,"GCA_003594605.1 Trypanosoma cruzi strain=S162a, ASM359460v1",/dev/fd/63
signatures/b69978fea0ec032a1d0d92490ff25dd4.sig.gz,b69978fea0ec032a1d0d92490ff25dd4,b69978fe,21,DNA,0,1000,24065,True,"GCA_000321355.1 Plasmodium cynomolgi strain B strain=B, PcynB_1.0",/dev/fd/63
signatures/2e24cc0769ca2a66e82edb1317f834a4.sig.gz,2e24cc0769ca2a66e82edb1317f834a4,2e24cc07,21,DNA,0,1000,52765,True,"GCA_900708865.1 Aphanomyces stellatus, Aphanomyces_stellatus_CBS568.67",/dev/fd/63
signatures/3b37633bb13681e09a306fba6783aac5.sig.gz,3b37633bb13681e09a306fba6783aac5,3b37633b,21,DNA,0,1000,32560,True,"GCA_019448385.1 Diacronema lutheri strain=NIVA-4/92, MSCA_Paluth_1.1",/dev/fd/63
signatures/96ffd9f0734f333751a40e6595e71847.sig.gz,96ffd9f0734f333751a40e6595e71847,96ffd9f0,21,DNA,0,1000,36047,True,"GCA_000448265.2 Phytophthora kernoviae strain=CBS 122049, Phyto_kern_2.0",/dev/fd/63
signatures/614c5fd48d1b26919bb0b387c530089c.sig.gz,614c5fd48d1b26919bb0b387c530089c,614c5fd4,21,DNA,0,1000,22540,True,"GCA_009726435.1 Plasmodiophora brassicae strain=P.b-31, ASM972643v1",/dev/fd/63
signatures/9a3f096741f09820a1befbedbd9fb8dd.sig.gz,9a3f096741f09820a1befbedbd9fb8dd,9a3f0967,21,DNA,0,1000,31801,True,"GCA_905220665.1 Albugo candida strain=Ac 2V, Assembly of Albugo candida isolate Ac2vPB",/dev/fd/63
signatures/202d0dfbdfe28083b059a4bc250f6941.sig.gz,202d0dfbdfe28083b059a4bc250f6941,202d0dfb,21,DNA,0,1000,83821,True,"GCA_905182985.1 Paramecium sonneborni, Paramecium_sonneborni_V1",/dev/fd/63
signatures/aab1cb45b4e34c8d86b2db3185f3578c.sig.gz,aab1cb45b4e34c8d86b2db3185f3578c,aab1cb45,21,DNA,0,1000,43043,True,"GCA_003945175.1 Cyclospora cayetanensis, ASM394517v1",/dev/fd/63
signatures/3dfdf383ccdf696346ed53ccc826116c.sig.gz,3dfdf383ccdf696346ed53ccc826116c,3dfdf383,21,DNA,0,1000,64573,True,"GCA_009729435.1 Phytophthora fragariae strain=NOV-9, ASM972943v1",/dev/fd/63
signatures/77e172fae4f5affbaefd77055f2e153f.sig.gz,77e172fae4f5affbaefd77055f2e153f,77e172fa,21,DNA,0,1000,37197,True,"GCA_020696425.1 Vermamoeba vermiformis, ASM2069642v1",/dev/fd/63
signatures/4b7675c6636f9e685a03371d6a9bae94.sig.gz,4b7675c6636f9e685a03371d6a9bae94,4b7675c6,21,DNA,0,1000,48196,True,"GCA_003546565.1 Aphanomyces astaci strain=Kv, astaci_KV",/dev/fd/63
signatures/eeb88363dbf302cafa71c9f9a5725355.sig.gz,eeb88363dbf302cafa71c9f9a5725355,eeb88363,21,DNA,0,1000,26855,True,"GCA_002754635.1 Plasmodium vivax strain=CMB-1, CMB-1_v2",/dev/fd/63
signatures/b06bfbf41e01155f6fa1e7592033bc46.sig.gz,b06bfbf41e01155f6fa1e7592033bc46,b06bfbf4,21,DNA,0,1000,9540,True,"GCA_022496095.1 Willaertia magna strain=Z503, ASM2249609v1",/dev/fd/63
signatures/29eb1154cb9a05b5524dc11693d75622.sig.gz,29eb1154cb9a05b5524dc11693d75622,29eb1154,21,DNA,0,1000,10824,True,"GCA_000150375.1 Plasmodium falciparum FCC-2/Hainan strain=FCC-2/Hainan, ASM15037v1",/dev/fd/63
signatures/c3bf6faf5bf704268cac1e2fb1a03f16.sig.gz,c3bf6faf5bf704268cac1e2fb1a03f16,c3bf6faf,21,DNA,0,1000,28446,True,"GCA_000190715.1 Dictyostelium purpureum strain=QSDP1, v1.0",/dev/fd/63
signatures/40e0c427aa63a7dc586247cbad1a7ada.sig.gz,40e0c427aa63a7dc586247cbad1a7ada,40e0c427,21,DNA,0,1000,30510,True,"GCA_017916335.1 Leishmania orientalis, LU_Lori_1.0",/dev/fd/63
signatures/a09b47c4e6101fc638b06af719550b78.sig.gz,a09b47c4e6101fc638b06af719550b78,a09b47c4,21,DNA,0,1000,26492,True,"GCA_003843895.1 Peronospora effusa strain=R13, ASM384389v1",/dev/fd/63
signatures/76e64f590f8640a16a5f3d2c9ed31407.sig.gz,76e64f590f8640a16a5f3d2c9ed31407,76e64f59,21,DNA,0,1000,21467,True,"GCA_001625125.1 Haemoproteus tartakovskyi strain=SISKIN1, ASM162512v1",/dev/fd/63
signatures/6a0628a0bcf15dce100b3007173405bb.sig.gz,6a0628a0bcf15dce100b3007173405bb,6a0628a0,21,DNA,0,1000,53326,True,"GCA_016864835.1 Phytophthora cactorum strain=P416, ASM1686483v1",/dev/fd/63
signatures/acd4831c1eb7821c8349a81f953d8a8c.sig.gz,acd4831c1eb7821c8349a81f953d8a8c,acd4831c,21,DNA,0,1000,29673,True,"GCA_000444285.2 Leishmania aethiopica L147 strain=L147, Leishmania_aethiopica-L147-2.0.3",/dev/fd/63
signatures/b69e46e8043713cad1097cbd88859962.sig.gz,b69e46e8043713cad1097cbd88859962,b69e46e8,21,DNA,0,1000,19162,True,"GCA_009761555.1 Plasmodium falciparum, 7G8_v1",/dev/fd/63
signatures/94d0c30b94bf06d9b0d85ba0916e8fe5.sig.gz,94d0c30b94bf06d9b0d85ba0916e8fe5,94d0c30b,21,DNA,0,1000,66778,True,"GCA_001414525.1 Hyaloperonospora arabidopsidis, Noks1_v1",/dev/fd/63
signatures/cf5f6df13035c73919e2c8f8065a0f8c.sig.gz,cf5f6df13035c73919e2c8f8065a0f8c,cf5f6df1,21,DNA,0,1000,31374,True,"GCA_000330505.1 Entamoeba invadens IP1 strain=IP1, EIA2 v2",/dev/fd/63
signatures/29d1e97f2dd637c85661b07f778103dd.sig.gz,29d1e97f2dd637c85661b07f778103dd,29d1e97f,21,DNA,0,1000,30288,True,"GCA_900500625.2 Leishmania infantum, LINF",/dev/fd/63
signatures/601231344899f14b2dd32db68f3ea0d3.sig.gz,601231344899f14b2dd32db68f3ea0d3,60123134,21,DNA,0,1000,12347,True,"GCA_000743755.1 Blastocystis sp. subtype 4 strain=WR1, ASM74375v1",/dev/fd/63
signatures/b03bd42cec0d2f2f90c14a2f00573127.sig.gz,b03bd42cec0d2f2f90c14a2f00573127,b03bd42c,21,DNA,0,1000,41908,True,"GCA_012862575.1 Parietichytrium sp. I65-24A strain=I65-24A, Pari_assembly01",/dev/fd/63
signatures/ca3b49dbffd5e17ce8b51bdc3d8039e7.sig.gz,ca3b49dbffd5e17ce8b51bdc3d8039e7,ca3b49db,21,DNA,0,1000,19268,True,"GCA_900002385.2 Plasmodium yoelii strain=17X, GCA_900002385",/dev/fd/63
signatures/412225eecb9375493cbbd05703b9e22b.sig.gz,412225eecb9375493cbbd05703b9e22b,412225ee,21,DNA,0,1000,55370,True,"GCA_015476325.1 Cardiosporidium cionae, ASM1547632v1",/dev/fd/63
signatures/eb085670af5c1a2f234232a39a8ba032.sig.gz,eb085670af5c1a2f234232a39a8ba032,eb085670,21,DNA,0,1000,29883,True,"GCA_002216605.1 Crithidia bombi strain=VT1, ASM221660v1",/dev/fd/63
signatures/b332c0b51345cb205baacf6746f6e253.sig.gz,b332c0b51345cb205baacf6746f6e253,b332c0b5,21,DNA,0,1000,45342,True,"GCA_002217885.1 Fistulifera solaris strain=JPCC DA0580, Fsol_1.0",/dev/fd/63
signatures/c8fe781848149a334d0540cb56c7f919.sig.gz,c8fe781848149a334d0540cb56c7f919,c8fe7818,21,DNA,0,1000,22575,True,"GCA_009726835.1 Plasmodiophora brassicae strain=P.b-12, ASM972683v1",/dev/fd/63
signatures/b053ea872afbc5f6744e472760350ca8.sig.gz,b053ea872afbc5f6744e472760350ca8,b053ea87,21,DNA,0,1000,30319,True,"GCA_002243465.1 Leishmania donovani strain=pasteur, ASM224346v1",/dev/fd/63
